,MPIESM12,GISSE2R,IPSLCM5A,CCSM3,HadGEM2ES,CESM104,ECHAM5MPIOM,FAMOUS,CNRMCM61,HadCM3L,MPIESM11
440,5.67395,3.9786682,6.748108,4.2874146,7.3469543,5.33136,8.717224,12.151062,7.8947754,5.2697754,5.617462
441,5.6591187,3.9858398,6.8273926,4.2841797,7.439453,5.4191284,8.94577,12.096954,8.067474,5.435608,5.5051575
442,5.662079,4.0296326,6.8086243,4.273834,7.463318,5.5199585,8.826447,12.0555725,8.022705,5.4852905,5.6459045
443,5.7211,3.984558,6.9252625,4.3595276,7.3589478,5.546875,8.96936,12.164459,8.020935,5.410431,5.7027893
444,5.7106934,4.0260925,6.7001953,4.2667847,7.3398438,5.367462,8.860779,12.027679,7.8291016,5.2681885,5.6049194
445,5.7237244,4.001129,6.8206787,4.4010315,7.446594,5.418213,8.854095,11.914032,7.9691772,5.449188,5.6813965
446,5.834839,4.016815,6.8901367,4.3629456,7.542755,5.6184998,8.956116,12.008545,7.9426575,5.5017395,5.796692
447,5.7730103,3.9405518,6.660858,4.500244,7.56131,5.603943,8.726715,12.088318,8.073669,5.595001,5.73291
448,5.7471924,3.9874573,6.8008423,4.447937,7.602539,5.414978,8.989868,12.13327,8.035706,5.6256714,5.9006653
449,5.794159,4.063568,6.9552,4.493286,7.505951,5.585205,9.067627,11.909485,8.103577,5.5900574,5.958374
450,5.7703857,4.0672607,6.603302,4.3469543,7.4845276,5.672333,8.969452,12.182098,8.122894,5.6042786,5.755371
451,5.8153076,4.045471,6.879486,4.3242188,7.6065674,5.602997,8.937378,12.064758,8.095001,5.6492615,5.6605225
452,5.7148438,4.0361633,6.953186,4.308319,7.5525513,5.491211,8.811523,12.113525,7.916931,5.562561,5.5608826
453,5.689789,4.133728,6.9713745,4.434143,7.5217896,5.3204956,8.828583,12.159576,8.012878,5.4282227,5.7962036
454,5.767334,4.1174316,6.798523,4.4000854,7.574005,5.4002075,9.316101,12.289185,8.081909,5.4006653,5.6765137
455,5.721283,4.1621704,6.8865356,4.3200073,7.5036316,5.605591,9.259308,12.21283,8.068146,5.3181763,5.739624
456,5.696106,4.064789,6.8079224,4.2940063,7.45755,5.586792,8.847137,12.136047,7.864502,5.380493,5.9424133
457,5.932617,4.0671387,6.846222,4.179901,7.5758667,5.3994446,8.971283,12.207397,7.7353516,5.502075,5.776825
458,5.868744,4.1114807,6.8438416,4.3581543,7.472473,5.4211426,8.94986,12.016022,7.98938,5.5225525,5.7767944
459,5.7929993,4.104767,6.952118,4.364685,7.4050903,5.542694,8.96933,12.032349,7.963867,5.4960938,5.9308777
460,5.761627,4.1709595,6.8678284,4.3278503,7.5355835,5.4969177,9.02948,12.035919,8.028564,5.456665,5.848114
461,6.0581665,4.107971,6.8586426,4.2401733,7.560547,5.3746033,8.906189,12.17334,8.085175,5.362915,5.8666077
462,5.869995,4.193207,6.894165,4.2489624,7.4677124,5.557312,9.031433,11.970459,7.9906006,5.3916016,5.741272
463,5.7514343,4.267395,6.798126,4.350342,7.4277954,5.6673584,9.129028,11.922791,8.145386,5.49469,5.8872986
464,5.746002,4.09729,6.9603577,4.399353,7.456604,5.627411,8.808044,12.077209,8.085419,5.475647,6.001831
465,5.617676,4.088501,6.9265747,4.498047,7.477173,5.4499207,9.015686,11.955475,7.9852295,5.366272,6.0790405
466,5.6460876,4.065216,6.987152,4.392212,7.4058533,5.5843506,9.263275,11.9140625,8.120026,5.330353,5.729645
467,5.6945496,4.1190186,6.9845276,4.3822937,7.4002075,5.7412415,9.3281555,12.051147,8.179169,5.5006714,5.7525024
468,5.898834,4.0849,6.79599,4.3432617,7.454071,5.599457,8.988831,12.123016,8.016663,5.4077454,5.753601
469,5.9204407,4.0984497,6.7132874,4.3828125,7.5803833,5.59787,8.788086,12.08606,7.9697876,5.4999695,5.7001038
470,5.9587097,4.099243,6.891449,4.5319214,7.490692,5.6088867,8.871277,12.104614,8.049164,5.5677795,5.798706
471,5.6973877,4.0923157,6.965637,4.4081116,7.4835815,5.5315247,8.879608,12.096802,8.103027,5.5986633,5.7252197
472,5.6702576,4.126465,7.00531,4.516571,7.653137,5.370636,8.924652,12.239502,8.128326,5.4666443,5.7746277
473,5.620331,4.1292114,6.9295044,4.456482,7.741638,5.5155945,8.927887,11.927856,7.9101257,5.451874,6.1718445
474,5.8115845,4.0794067,6.720703,4.4649963,7.5710144,5.650299,9.206177,11.964142,8.086395,5.592346,6.1014404
475,5.8399963,4.1398315,6.690277,4.4344788,7.5939636,5.734497,8.935883,12.182251,8.222382,5.6505127,5.7734375
476,5.765442,4.0309143,6.686432,4.435211,7.5706787,5.556671,8.826233,12.133667,8.096771,5.707855,5.7433777
477,6.037567,4.036621,6.7293396,4.4375916,7.6911316,5.426117,8.884796,12.028229,8.119598,5.6722107,5.736145
478,6.0711975,3.9706116,6.810272,4.3736877,7.5824585,5.5716553,8.948151,11.975189,8.046356,5.443756,5.7660217
479,5.8911133,3.9746094,6.8891907,4.4551697,7.5314636,5.6965637,9.012695,12.250427,7.9647827,5.39151,5.9217224
480,5.762268,3.945221,6.850464,4.682068,7.704468,5.6795654,9.17868,12.154449,7.987274,5.5802917,5.9219055
481,5.752899,3.9515076,6.9025574,4.612793,7.4056396,5.6332397,8.94812,12.352264,8.090973,5.4819946,5.7335815
482,5.823578,3.9802856,6.901184,4.380127,7.535248,5.567383,8.948334,12.242554,7.974365,5.5355225,5.755615
483,5.7901,4.0161743,6.749756,4.4068604,7.5262146,5.7968445,9.266266,12.05072,8.033142,5.568207,5.796356
484,6.00177,4.019867,6.904663,4.471283,7.399292,5.9649963,8.885742,12.11911,8.044189,5.484619,5.8467712
485,6.2306824,4.04953,6.865326,4.5587463,7.431793,5.8514404,9.02655,12.079285,7.8583374,5.3700867,5.94046
486,6.292572,4.077545,6.8077393,4.4653015,7.504425,5.5711365,8.928528,12.107452,8.155975,5.339691,6.068207
487,5.884735,4.119232,6.8594666,4.402191,7.5185547,5.508209,8.822449,12.3316345,8.129364,5.399658,6.0498962
488,5.844391,4.0787964,6.940674,4.419586,7.3001404,5.541443,9.171936,12.193359,8.115143,5.3255005,5.79303
489,5.781128,4.0547485,6.7903748,4.428009,7.392853,5.458618,9.092499,12.202454,7.9975586,5.3709106,5.6636963
490,5.726837,4.0760803,6.980835,4.3945312,7.402527,5.5935974,8.660675,12.298981,8.173737,5.4095154,5.7971497
491,5.8113403,4.0983276,6.9664917,4.2835693,7.256958,5.8786316,8.905212,12.263824,8.09668,5.489197,5.681244
492,5.8981323,4.0721436,6.811157,4.365631,7.361664,5.7599487,9.284821,12.275085,7.977936,5.4299316,5.6514893
493,5.8462524,4.0069885,6.9085083,4.331726,7.3730164,5.5543823,8.989685,12.304352,8.203857,5.5242615,5.83374
494,5.719696,4.00235,6.9953613,4.427307,7.5932007,5.6694946,8.717468,12.205658,8.204102,5.5375977,5.9057617
495,5.796295,4.0246887,6.9488525,4.427124,7.3735657,5.6824036,9.183258,12.226746,7.9457703,5.4284363,6.18454
496,5.9209595,3.958435,6.786804,4.4400635,7.50708,5.678314,9.160736,12.130768,8.07785,5.3027954,5.9327087
497,5.7316895,3.9986572,6.910034,4.3455505,7.6187134,5.6469116,8.817841,12.20105,8.130524,5.2011414,5.855255
498,5.7252197,4.007019,6.8466797,4.338501,7.664093,5.6068726,9.181366,12.145905,8.073975,5.4172363,5.93573
499,5.9053955,3.9962769,6.9661255,4.260132,7.5493164,5.734741,9.324493,12.094879,8.104279,5.4691467,5.9417114
500,5.776764,4.022278,6.7355957,4.438263,7.409851,5.9255066,8.872803,12.241547,7.9578247,5.391754,6.1184998
501,5.7156982,4.000122,6.7359314,4.472412,7.470703,5.7623596,9.053986,12.313507,8.11792,5.528778,6.1478577
502,5.713745,4.0999756,6.7420654,4.381897,7.3589783,5.749817,9.06604,12.292419,8.119934,5.583374,5.914917
503,5.89505,4.0848083,6.671509,4.4131775,7.385254,5.678467,8.903503,12.197327,8.083771,5.6929626,5.87146
504,6.1793213,4.0999756,6.807495,4.43338,7.2709656,5.52771,9.111328,12.171265,8.122253,5.6838684,5.8999023
505,6.0612183,4.112549,6.9215393,4.469818,7.540985,5.547455,9.358643,12.31131,8.092041,5.635193,5.917877
506,5.7587585,4.1781006,6.7528687,4.3962708,7.6352234,5.630371,9.070709,12.412323,8.177948,5.7211914,5.865631
507,5.6288757,4.1736755,6.834961,4.307617,7.433655,5.4137573,8.7655945,12.440765,8.128296,5.629425,5.883087
508,5.9749756,4.1374207,6.825409,4.398926,7.5143127,5.5311584,8.921356,12.315216,8.000824,5.531494,6.031006
509,6.1235657,4.1932373,6.9621277,4.609833,7.4830933,5.90036,9.100525,12.195129,8.084137,5.430786,5.9957886
510,5.994385,4.2226562,6.733246,4.4605713,7.438751,5.9349976,8.876343,12.261108,8.142303,5.208435,5.868408
511,5.7353516,4.2127686,6.8276978,4.494568,7.463379,5.5931396,8.906952,12.393799,7.8998413,5.3299866,5.8564453
512,5.6175537,4.1622314,6.8352966,4.3824463,7.3103943,5.558319,8.939545,12.522675,8.083801,5.59375,5.8826904
513,5.631653,4.0741577,6.7692566,4.411682,7.279999,5.7254333,9.098145,12.468628,8.175781,5.503998,5.87442
514,5.6714478,4.062805,6.842285,4.1658325,7.3788147,5.844574,9.311035,12.468872,7.9902954,5.5112,5.982025
515,5.7068176,4.063446,6.764679,4.3605347,7.541565,5.7095337,9.075531,12.4422,8.036591,5.7156982,5.9369507
516,5.853302,4.0968933,6.8525696,4.5086975,7.541382,5.5515747,8.879211,12.53891,8.030304,5.644043,6.119232
517,5.924103,4.142273,6.788849,4.477295,7.4515686,5.761139,9.114899,12.424438,7.988312,5.530365,6.0890503
518,5.9631042,4.143738,6.789856,4.4523926,7.5130005,5.9685364,9.384674,12.360291,8.006165,5.413208,5.798706
519,6.0144043,4.017151,6.677063,4.5087585,7.417755,5.8442993,9.54361,12.237762,8.066589,5.4110413,5.8792114
520,6.1970825,4.099945,6.710083,4.4738464,7.4207153,5.7076416,9.026794,12.29187,8.094147,5.4979553,5.933716
521,6.1271667,4.104492,6.856018,4.5480347,7.4184875,5.699005,8.913147,12.349976,7.875702,5.5075073,5.950836
522,6.007141,4.150299,6.7686768,4.4746704,7.557007,5.819763,9.196167,12.304352,8.106323,5.4668884,6.0083923
523,5.739746,4.131439,6.8013306,4.3155518,7.5939636,5.95932,9.062347,12.307617,8.024597,5.603302,6.1523743
524,5.890381,4.224182,6.9135437,4.407013,7.5767517,5.7343445,9.205627,12.707703,8.142273,5.60791,6.265259
525,5.8307495,4.155426,6.8659363,4.5178833,7.5664673,5.6214905,9.355286,12.5633545,8.197235,5.541168,6.0665894
526,5.783478,4.0640564,6.836212,4.5592957,7.777771,5.7727966,9.222839,12.360809,8.085999,5.576721,5.7872314
527,6.0356445,4.0176697,6.9154663,4.5595093,7.629242,5.67688,9.137238,12.374817,8.194733,5.511078,5.865326
528,6.27829,3.9636536,6.9789124,4.438141,7.586426,5.5170593,9.465637,12.264038,8.289978,5.548462,5.8808594
529,6.0238953,3.9919128,7.0312805,4.462921,7.695465,5.554718,9.213623,12.504028,8.086365,5.3489685,5.9653625
530,5.8516846,4.017639,6.924408,4.474884,7.5837097,5.5184937,9.532532,12.530914,8.090485,5.5977173,5.9446106
531,6.028839,4.078186,7.0744934,4.419586,7.5071106,5.686249,9.585449,12.459259,8.289581,5.590454,6.0845337
532,6.041382,4.1273193,6.9220886,4.3552856,7.451233,5.9222107,9.265839,12.449554,8.220306,5.387207,6.252014
533,5.9505005,4.133972,6.9432983,4.4508667,7.429016,5.731018,9.172852,12.252167,8.133423,5.435028,6.0535583
534,5.96756,4.0794067,6.974823,4.4682617,7.513855,5.5021973,9.04599,12.402283,8.114746,5.352417,6.093933
535,5.887787,4.109375,6.945038,4.587677,7.5802307,5.5796814,9.148865,12.413849,8.118225,5.4319153,6.1957703
536,5.9134827,4.0677795,6.907074,4.4792786,7.648102,5.693573,8.921387,12.294098,8.07962,5.5469055,5.9934998
537,5.8930664,4.076111,7.0348206,4.4377136,7.569397,5.638397,9.285034,12.32782,7.959503,5.4804688,5.959381
538,5.9114685,4.038147,7.1419373,4.3825684,7.708893,5.5012817,9.412628,12.292725,8.077057,5.3010254,5.9272766
539,5.950012,4.1178894,7.0388184,4.5282288,7.4999084,5.529114,9.4296875,12.337463,8.013092,5.398163,6.003723
540,5.961273,4.059387,6.905182,4.493683,7.492279,5.7070312,9.454315,12.340149,8.001007,5.540344,5.9605713
541,5.9336243,4.167511,6.870178,4.355072,7.5308533,5.78006,9.376343,12.125824,8.197174,5.679901,5.9947205
542,5.808014,4.119507,6.776062,4.290985,7.5860596,5.807007,9.412903,12.10318,8.225006,5.696533,5.9092712
543,5.8737183,4.123932,7.013275,4.5904236,7.5467224,5.7915344,9.529297,12.280029,8.2855835,5.5270386,5.7073364
544,5.8182983,4.2165527,6.8812256,4.5549927,7.5410156,5.606659,9.539551,12.290985,8.185638,5.4422913,5.773285
545,5.822815,4.1963196,6.9438477,4.5579834,7.616577,5.6740417,9.337769,12.286011,8.169525,5.4714966,5.9714966
546,5.764282,4.0910034,6.95047,4.4707947,7.6934814,5.775482,9.24884,12.26828,8.151947,5.4665833,6.0591125
547,5.6963196,4.1658936,6.8707886,4.5436096,7.6885986,5.6252136,9.410065,12.203125,8.2074585,5.406006,5.8759766
548,5.74704,4.2093506,6.745514,4.4421997,7.648834,5.6839905,9.178589,12.263336,8.233307,5.399994,5.874481
549,6.0300293,4.122406,6.840515,4.435974,7.6438904,5.8303833,9.206177,12.170044,8.064667,5.5881653,5.8351746
550,5.996002,4.103607,6.924225,4.421875,7.6496887,5.723633,9.213928,12.238037,8.319519,5.671997,5.9211426
551,5.755615,4.119751,6.9153748,4.4980774,7.6351013,5.532318,9.1310425,12.279633,8.318176,5.4362183,5.7526245
552,5.698883,4.0959473,6.966339,4.5572815,7.678894,5.576355,9.434174,12.341766,8.313934,5.4494934,5.6569824
553,5.7084656,4.0001526,6.9316406,4.5606384,7.621277,5.6775513,9.761047,12.205414,8.424103,5.5382385,5.8959656
554,5.8450623,4.1171875,6.8633423,4.646515,7.6197815,5.7373962,9.694763,12.282745,8.18161,5.573303,6.0971375
555,5.940399,4.018097,6.740204,4.6052856,7.6375427,5.652405,9.310455,12.350403,8.105713,5.534027,5.8489685
556,5.969055,4.108917,6.937744,4.609497,7.490814,5.461151,9.0781555,12.198883,8.246979,5.59079,5.658264
557,6.027527,4.0527344,6.985382,4.568115,7.3871155,5.493042,9.05658,12.281616,8.245911,5.4793396,5.7191772
558,6.0321045,4.1012573,7.0040894,4.443451,7.558014,5.7091064,8.983215,12.553955,8.064575,5.4926147,5.855713
559,5.9734497,4.0219116,7.0238037,4.576721,7.640869,5.8298035,9.151276,12.571167,8.161652,5.647827,6.1180725
560,5.831909,4.1137695,6.9588013,4.469452,7.5711365,5.6529236,9.196411,12.208038,8.280518,5.699646,6.097931
561,6.0540466,4.160919,6.9630127,4.687317,7.5134583,5.589966,9.14505,12.292114,8.076721,5.578827,5.9322205
562,6.2940674,4.2335205,6.937439,4.7593384,7.5329895,5.7457886,9.549683,12.413666,8.304993,5.4869385,5.967743
563,5.971588,4.109833,6.924103,4.5527954,7.655945,5.7757874,9.62561,12.452362,8.141815,5.5196533,6.151581
564,5.706299,4.086914,7.250366,4.5825806,7.6959534,5.645996,9.344818,12.402466,8.279633,5.367523,6.1985474
565,5.7913513,4.114868,7.0827637,4.453644,7.490143,5.6359253,9.411133,12.501007,8.267975,5.4298096,5.9220276
566,5.8554688,4.065857,7.094879,4.573639,7.540436,5.8928223,9.248962,12.335388,8.154633,5.591156,5.8025513
567,5.7673645,4.107605,7.102173,4.5233154,7.6724854,5.7990417,9.332245,12.403442,8.264435,5.6022644,5.9098816
568,5.808838,4.093811,6.982086,4.6116333,7.577606,5.7903137,9.259949,12.473053,8.182159,5.5739136,5.818573
569,5.884491,4.1441956,6.966217,4.549835,7.4618225,5.577423,9.366058,12.554382,8.295532,5.496399,5.9752197
570,5.86615,4.1822205,6.83609,4.3933105,7.4658203,5.4637146,9.33905,12.249695,8.21286,5.6036377,6.184021
571,6.0295105,4.1593018,6.956482,4.3105164,7.718048,5.493469,9.395752,12.210083,8.088959,5.670746,6.15506
572,6.0125732,4.0997314,6.916687,4.3797607,7.7128296,5.609375,9.44632,12.292023,8.173401,5.4947205,5.9607544
573,5.8323364,4.1258545,6.912567,4.445526,7.5473022,5.8045044,9.255707,12.357574,8.135651,5.468628,5.816223
574,5.827606,4.1184998,6.921631,4.366791,7.5181274,5.8609314,9.301666,12.124359,8.272156,5.4904175,5.8483887
575,5.9445496,4.104004,6.938965,4.3733826,7.7586975,5.794464,9.3472595,12.420013,8.241699,5.299408,5.7893066
576,5.907196,4.155731,6.9128723,4.376587,7.8058777,5.72229,9.312347,12.371368,8.421631,5.447876,5.889679
577,5.933319,4.16745,6.9026184,4.376526,7.645569,5.699951,9.345673,12.416443,8.361572,5.406555,5.8829346
578,5.991272,4.1606445,6.762787,4.443451,7.6423645,5.686371,9.161774,12.29538,8.274689,5.4324036,5.9486694
579,5.9394226,4.1045227,6.6939087,4.490387,7.737976,5.7298584,9.311371,12.359161,8.372437,5.5055847,5.9967957
580,6.114105,4.109192,6.9451294,4.477112,7.672821,5.730011,9.529114,12.400665,8.468445,5.4694214,5.9887085
581,6.0603027,4.118042,7.1092224,4.42865,7.677582,5.79187,9.3862,12.4652405,8.258881,5.4269104,6.095337
582,5.815338,4.2460938,6.924011,4.544739,7.8046265,5.7891846,9.672485,12.375305,8.416412,5.25296,6.121277
583,5.816223,4.125702,6.96698,4.4854126,7.757141,5.8880615,9.580444,12.500336,8.30658,5.3533325,6.0152283
584,5.901642,4.1386414,6.8687744,4.4980164,7.7642517,5.799286,9.42984,12.427521,8.430176,5.4930725,6.0088806
585,6.0195923,4.180176,6.949829,4.568878,7.6980286,5.607788,9.607758,12.273621,8.332367,5.613617,6.124756
586,5.91745,4.1019897,6.8843994,4.545532,7.694153,5.690277,9.662567,12.197998,8.170227,5.618622,6.010193
587,5.918274,4.196411,7.050812,4.489319,7.8119507,5.8663025,9.193481,12.337952,8.268829,5.7221985,6.023102
588,5.9719543,4.179016,6.9809265,4.37381,7.745697,5.748871,9.366791,12.413757,8.192871,5.679962,6.109955
589,5.9798584,4.2071533,7.033844,4.461609,7.7000427,5.768402,9.290741,12.407532,8.213257,5.668091,6.2463684
590,6.109192,4.1135864,7.138794,4.4450684,7.779907,5.780243,9.457397,12.378296,8.355591,5.4530945,6.0290527
591,6.4252014,4.1355286,6.9528503,4.536072,7.707947,5.666382,9.73645,12.235107,8.350311,5.2955017,5.9197083
592,6.041748,4.2388916,6.856262,4.5592346,7.641449,5.851013,9.366272,12.206238,8.348846,5.5331726,6.0632935
593,5.850769,4.2067566,6.9221497,4.565857,7.6777954,5.783966,9.129272,12.47583,8.293488,5.764221,5.946686
594,6.04718,4.1446533,7.04657,4.720642,7.567383,5.6818542,9.348511,12.432312,8.238617,5.6587524,6.005005
595,6.1275635,4.169037,6.756836,4.6665344,7.580353,5.838928,9.432587,12.3281555,8.246674,5.456787,6.052582
596,6.107086,4.1655884,6.93042,4.6294556,7.5556946,5.828949,9.273499,12.516815,8.200012,5.3788757,6.209778
597,5.8381042,4.1228027,7.0483093,4.7618103,7.62027,5.579468,9.377045,12.317566,8.28772,5.3703613,6.139038
598,5.8676453,4.179657,7.1160583,4.945648,7.596588,5.40329,9.268951,12.208313,8.422119,5.4971924,5.798706
599,5.9093018,4.2059937,7.022583,4.81015,7.633667,5.5581055,9.103149,12.263947,8.415741,5.675476,5.906952
600,5.894104,4.1994324,7.0561523,4.567871,7.536957,5.599121,9.478363,12.360809,8.451935,5.7609253,6.0256653
601,6.0458984,4.1846924,6.944092,4.6801453,7.654999,5.716522,9.513336,12.405853,8.409912,5.6469727,6.049713
602,6.358032,4.096863,6.874878,4.5832214,7.6678467,5.8545227,9.410828,12.364868,8.278656,5.7595825,5.9730835
603,6.090393,4.0897827,6.870697,4.596283,7.714813,5.9708557,9.257294,12.371063,8.322174,5.7941895,6.1069946
604,5.9294434,4.053955,7.108856,4.6352844,7.710724,5.820984,9.505463,12.402039,8.313538,5.7978516,6.25
605,5.931793,4.1183167,7.06308,4.543457,7.5822144,5.4927673,9.358124,12.50943,8.243408,5.657593,5.9456177
606,5.9336243,4.159149,7.0120544,4.649933,7.4836426,5.4636536,9.06604,12.405304,8.122681,5.704071,5.7900696
607,6.1250305,4.171692,6.9628296,4.4541016,7.5703125,5.688965,9.165253,12.407806,8.245758,5.757019,5.84729
608,6.045929,4.1580505,6.935364,4.6315002,7.509247,5.785675,9.434967,12.258331,8.37442,5.6540833,6.0150757
609,5.891388,4.1325073,6.923401,4.686035,7.49057,5.489197,9.434906,12.304443,8.326843,5.630768,5.827179
610,5.9649963,4.1575623,6.8285522,4.56958,7.5267944,5.58313,9.628113,12.3471985,8.187225,5.5,5.8042297
611,6.063385,4.1197815,6.9820557,4.559967,7.64447,5.6485596,9.423004,12.410461,8.448334,5.45932,5.9050293
612,5.936493,4.1584473,6.9284363,4.56958,7.686432,5.705841,9.204956,12.496765,8.194031,5.4736633,5.8625793
613,5.997467,4.1051636,6.765625,4.6467285,7.7438965,5.789276,9.331726,12.398651,8.203247,5.476837,6.1151733
614,5.8467712,4.068573,6.8804626,4.738373,7.8033447,5.8588867,9.183594,12.352905,8.347748,5.4405212,6.217804
615,5.8952026,4.0554504,6.8115234,4.627411,7.922394,5.653961,9.542114,12.472748,8.378998,5.4766235,6.248596
616,5.9846497,4.1463623,6.9321594,4.7414856,7.908142,5.5759277,9.819305,12.603455,8.516663,5.7404785,6.0872803
617,5.9743347,4.1984863,6.961975,4.6427,7.756775,5.7052917,9.253845,12.558289,8.345367,5.633209,5.925934
618,6.1311646,4.2239685,6.98114,4.6698303,7.688751,5.7841797,9.228638,12.536377,8.426361,5.5085754,6.0349426
619,6.019165,4.2220764,6.9781494,4.6643066,7.7411194,5.5631714,9.576599,12.494476,8.44519,5.6345825,5.9301453
620,5.910492,4.1263123,7.0353394,4.608917,7.776642,5.6114197,9.68573,12.596222,8.408173,5.790344,6.1307373
621,5.9331665,4.1055603,7.007416,4.6939087,7.792145,5.782379,9.318115,12.607819,8.46225,5.7048035,6.2476807
622,5.8087463,4.1697693,6.874756,4.6773987,7.669464,5.890991,9.215912,12.645508,8.286652,5.673462,6.149872
623,6.0397034,4.121521,6.902008,4.7456055,7.6610107,5.7157593,9.182678,12.463287,8.425903,5.7026978,6.022278
624,6.2614136,4.1586914,6.955536,4.658661,7.6912537,5.5227356,9.403656,12.454407,8.140869,5.696808,6.0804443
625,6.1736755,4.1614685,6.870178,4.667633,7.65506,5.4828796,9.464478,12.417969,8.238251,5.7264404,6.0282288
626,6.1305237,4.1696777,7.015503,4.7890015,7.606598,5.5498962,9.7117,12.405426,8.337463,5.6376953,6.081238
627,5.946045,4.149872,7.034729,4.63678,7.7042236,5.751343,9.718842,12.574158,8.183441,5.7590027,6.257263
628,5.858246,4.1690674,7.183838,4.4462585,7.6615906,5.8724976,9.333923,12.587372,8.254761,5.8610535,6.029358
629,5.847168,4.1716003,7.02359,4.5928345,7.6905212,5.6418457,9.331818,12.613678,8.197845,5.8874207,6.0728455
630,5.9291687,4.0906982,6.9867554,4.5367737,7.7459106,5.529175,9.525543,12.424011,8.3324585,5.62912,6.1956787
631,5.9193115,4.17688,7.076721,4.5151367,7.908661,5.6073,9.8125,12.463654,8.465454,5.4750366,6.1128845
632,6.038208,4.1232605,7.1145935,4.511566,7.798218,5.7092285,9.451355,12.726105,8.362976,5.498474,6.02652
633,6.074768,4.1287537,6.964569,4.606201,7.7839966,5.8047485,9.289124,12.839325,8.453613,5.5419006,5.9813843
634,6.0003967,4.077545,6.9228516,4.723297,7.6723633,5.865967,9.65094,12.713013,8.40744,5.5036316,6.054016
635,5.9551086,4.1537476,7.1187744,4.5711365,7.724518,5.6126404,9.517944,12.484772,8.447327,5.570038,6.0937195
636,6.055084,4.1520386,7.032654,4.529419,7.707672,5.7183228,9.290985,12.575989,8.522034,5.59021,6.011017
637,6.079193,4.0704956,7.140747,4.4743347,7.6915894,5.896057,9.708984,12.508545,8.453308,5.592865,5.9208374
638,6.152527,4.0588684,7.1722107,4.637085,7.7410583,5.803009,9.594696,12.55722,8.3645935,5.6083984,5.7418213
639,6.136139,4.020508,7.006439,4.599243,7.6420593,5.6747437,9.16983,12.417206,8.350311,5.6997375,5.9062195
640,5.97818,4.1042175,6.9650574,4.743744,7.7148438,5.610718,9.343353,12.390198,8.619812,5.7250366,6.015106
641,5.834564,4.0864563,6.9486084,4.5939026,7.7762146,5.7090454,9.3819275,12.387024,8.385193,5.6582336,6.216797
642,5.9132996,4.11203,7.19751,4.5394287,7.7111816,5.8428345,9.231689,12.44873,8.287842,5.656067,6.2549133
643,6.072632,4.14682,7.0218506,4.658264,7.756134,5.932312,9.687134,12.555817,8.498718,5.595581,6.13974
644,6.1851807,4.1905212,7.0252075,4.6993103,7.5625,5.940338,9.690338,12.396332,8.251831,5.5282593,5.9751587
645,5.9861755,4.141327,7.112213,4.6357117,7.6802063,5.765686,9.212006,12.335724,8.329498,5.6361084,6.0786743
646,5.921814,4.1540527,7.117981,4.6466064,7.695923,5.665558,9.240112,12.468353,8.361267,5.623413,6.0513
647,6.0002136,4.198242,6.970825,4.6263733,7.7106934,5.6707764,9.423981,12.314453,8.235809,5.6398926,6.0168457
648,6.0300903,4.131378,6.914276,4.706299,7.7936707,5.702606,9.333099,12.291412,8.420868,5.660309,6.1963806
649,6.112274,4.194092,7.105377,4.7749023,7.7384033,5.899872,9.698059,12.42749,8.423218,5.6911926,6.4668884
650,6.192047,4.277954,6.932556,4.689087,7.66745,5.8035583,9.888092,12.606537,8.567291,5.6586914,6.2284546
651,5.9821167,4.2409973,7.041443,4.601837,7.5878296,5.7230835,9.529144,12.493561,8.407684,5.685028,5.8818665
652,5.934662,4.1592712,7.012665,4.6522827,7.710449,5.817749,9.64975,12.500519,8.37262,5.6577454,5.807495
653,5.95224,4.15744,7.0344543,4.5059814,7.928192,5.769165,9.532532,12.405212,8.2743225,5.713379,5.860016
654,5.894745,4.26474,6.969269,4.525543,7.8172607,5.6542664,9.488159,12.194366,8.408417,5.659729,6.2118835
655,6.024811,4.2146606,7.0727844,4.4638367,7.8720093,5.6178894,9.358978,12.491455,8.340149,5.7321167,6.3632507
656,6.0696106,4.2718506,7.326111,4.537079,7.7643433,5.8083496,9.393005,12.468597,8.460693,5.6908264,6.4031677
657,5.9024963,4.237549,6.9810486,4.526001,7.7826843,5.9938965,9.6206665,12.641602,8.428223,5.678192,6.319336
658,5.9464417,4.1903687,6.8865967,4.493347,7.8986206,5.9392395,9.463928,12.487244,8.401947,5.5872498,6.194916
659,6.1905823,4.2457275,7.0914917,4.681122,7.832672,5.737488,9.478363,12.554474,8.3940735,5.5881042,5.9153748
660,6.1924133,4.194031,6.9578857,4.561737,7.7227173,5.806061,9.605316,12.5989685,8.481262,5.5287476,5.9217224
661,6.1525574,4.203369,6.9675903,4.6362,7.6896057,5.7681274,9.377838,12.544647,8.411438,5.5496826,5.941681
662,6.185608,4.2138367,7.0387573,4.4875183,7.762726,5.8545227,9.545471,12.598694,8.5434265,5.6006775,6.1879272
663,6.0419617,4.227051,6.9379883,4.462219,7.789032,5.845886,9.5616455,12.527527,8.377869,5.756958,6.2705383
664,6.162079,4.307251,7.2167053,4.566681,7.647522,5.639221,9.739471,12.605286,8.454102,5.885315,6.148407
665,6.1477356,4.2807007,7.00235,4.514099,7.5677185,5.7815247,9.723297,12.7561035,8.269318,5.821991,6.051819
